,timestep,Node,flow
6926,1,node_23002,54682
6927,1,node_23012,0
6928,1,node_23016,27222
6929,1,node_23018,4022
6930,1,node_23021,7786
6931,1,node_23023,9870
6932,1,node_23031,5414
6933,1,node_23032,6462
6934,1,node_23036,7835
6935,1,node_23040,18747
6936,1,node_23042,24195
6937,1,node_23044,14145
6938,1,node_23048,4346
6939,1,node_23050,22614
6940,1,node_23052,1699
6941,1,node_23054,24869
6942,1,node_23060,30892
6943,1,node_23062,20273
6944,1,node_23068,6155
6945,1,node_23073,14160
6946,1,node_23075,533
6947,1,node_23077,9746
6948,1,node_23078,2307
6949,1,node_23083,450
6950,1,node_23089,16702
6951,1,node_23092,23260
6952,1,node_23094,11953
6953,1,node_23095,16964
6954,1,node_23096,5255
6955,1,node_23098,1192
6956,1,node_23099,7652
6957,1,node_23100,16229
6958,1,node_23104,16287
6959,1,node_23106,16621
6960,1,node_23107,16115
6961,1,node_23110,22344
6962,1,node_23113,8155
6963,1,node_23115,17745
6964,1,node_23117,33332
6965,1,node_23119,3
6966,1,node_23125,9131
6967,1,node_23126,14175
6968,1,node_23131,33994
6969,1,node_23132,39552
6970,1,node_23133,42723
6971,1,node_23138,24334
6972,1,node_23148,15913
6973,1,node_23151,18019
6974,1,node_23153,21765
6975,1,node_23156,36234
6976,1,node_23158,19893
6977,1,node_23161,17616
6978,1,node_23162,21221
6979,1,node_23164,9580
6980,1,node_23165,19897
6981,1,node_23167,17114
6982,1,node_23169,22123
6983,1,node_23170,338
6984,1,node_23171,21756
6985,1,node_23172,10868
6986,1,node_23175,39127
6987,1,node_23177,187
6988,1,node_23179,30811
6989,1,node_23180,17706
6990,1,node_23182,27615
6991,1,node_23183,26228
6992,1,node_23184,11191
6993,1,node_23188,706
6994,1,node_23190,19205
6995,1,node_23191,27552
6996,1,node_23195,13401
6997,1,node_23200,41556
6998,1,node_23201,15068
6999,1,node_23202,22458
7000,1,node_23203,13713
7001,1,node_23205,36754
7002,1,node_23206,26023
7003,1,node_23208,30418
7004,1,node_23212,21420
7005,1,node_23213,22442
7006,1,node_23216,29081
7007,1,node_23218,53882
7008,1,node_23223,24167
7009,1,node_23224,14403
7010,1,node_23228,24305
7011,1,node_23230,52816
7012,1,node_23232,566
7013,1,node_23237,30590
7014,1,node_23238,51219
7015,1,node_23239,347
7016,1,node_23242,483
7017,1,node_23244,18415
7018,1,node_23245,12270
7019,1,node_23246,14757
7020,1,node_23249,18347
7021,1,node_23253,10649
7022,1,node_23255,5171
7023,1,node_23260,5156
7024,1,node_23262,5234
7025,1,node_23266,22142
7026,1,node_23271,53927
7027,1,node_23277,31788
7028,1,node_23279,13924
7029,1,node_23281,4937
7030,1,node_23282,18539
7031,1,node_23284,18536
7032,1,node_23289,40008
7033,1,node_23291,3054
7034,1,node_23304,60158
7035,1,node_23308,2096
7036,1,node_23312,8518
7037,1,node_23314,10720
7038,1,node_23318,3895
7039,1,node_23319,4794
7040,1,node_23321,1755
7041,1,node_23323,30421
7042,1,node_23324,320
7043,1,node_23326,18467
7044,1,node_23328,9973
7045,1,node_23330,18724
7046,1,node_23331,15974
7047,1,node_23334,80596
7048,1,node_23335,248
7049,1,node_23336,8896
7050,1,node_23340,3
7051,1,node_23342,11049
7052,1,node_23343,11725
7053,1,node_23346,2656
7054,1,node_23349,14173
7055,1,node_23353,3476
7056,1,node_23357,21817
7057,1,node_23358,13055
7058,1,node_23365,393
7059,1,node_23367,1099
7060,1,node_23370,7602
7061,1,node_23371,3207
7062,1,node_23374,4814
7063,1,node_23379,28208
7064,1,node_23381,8288
7065,1,node_23383,3735
7066,1,node_23385,20536
7067,1,node_23386,6625
7068,1,node_23388,3784
7069,1,node_23389,17072
7070,1,node_23390,8724
7071,1,node_23394,30575
7072,1,node_23402,20416
7073,1,node_23404,48937
7074,1,node_23406,24174
7075,1,node_23408,31686
7076,1,node_23412,15011
7077,1,node_23414,2342
7078,1,node_23416,33481
7079,1,node_23418,513
7080,1,node_23419,20474
7081,1,node_23421,38708
7082,1,node_23427,18726
7083,1,node_23429,11106
7084,1,node_23431,6275
7085,1,node_23434,12882
7086,1,node_23435,10278
7087,1,node_23437,28343
7088,1,node_23439,4684
7089,1,node_23441,3734
7090,1,node_23443,5861
7091,1,node_23444,13443
7092,1,node_23447,19270
7093,1,node_23449,92
7094,1,node_23451,3185
7095,1,node_23452,4002
7096,1,node_23458,75092
7097,1,node_23459,8113
7098,1,node_23461,11235
7099,1,node_23463,5389
7100,1,node_23465,10565
7101,1,node_23466,4967
7102,1,node_23468,8213
7103,1,node_23469,10370
7104,1,node_23470,5272
7105,1,node_23471,11810
7106,1,node_23474,50908
7107,1,node_23480,13550
7108,1,node_23483,2425
7109,1,node_23486,304
7110,1,node_23490,238
7111,1,node_23494,82
7112,1,node_23495,1005
7113,1,node_23498,2907
7114,1,node_23500,22945
7115,1,node_23502,24290
7116,1,node_23503,11180
7117,1,node_23505,24580
7118,1,node_23507,2192
7119,1,node_23513,21159
7120,1,node_23515,8347
7121,1,node_23516,4057
7122,1,node_23517,1592
7123,1,node_23518,1707
7124,1,node_23519,1323
7125,1,node_23521,1087
7126,1,node_23522,1894
7127,1,node_23524,1342
7128,1,node_23525,479
7129,1,node_23527,2751
7130,1,node_23528,2307
7131,1,node_23533,2439
7132,1,node_23535,6017
7133,1,node_23536,7979
7134,1,node_23540,12097
7135,1,node_23543,19752
7136,1,node_23555,7874
7137,1,node_23557,11937
7138,1,node_23560,10160
7139,1,node_23562,26109
7140,1,node_23563,42380
7141,1,node_23565,30925
7142,1,node_23567,49539
7143,1,node_23569,17510
7144,1,node_23571,24976
7145,1,node_23575,10951
7146,1,node_23580,29478
7147,1,node_23601,50421
7148,1,node_23603,22438
7149,1,node_23605,92526
7150,1,node_23606,51093
7151,1,node_23607,31593
7152,1,node_23609,34350
7153,1,node_23611,9913
7154,1,node_23614,1718
7155,1,node_23617,32094
7156,1,node_23620,18101
7157,1,node_23624,6698
7158,1,node_23627,33324
7159,1,node_23631,7229
7160,1,node_23633,96350
7161,1,node_23635,17927
7162,1,node_23636,30571
7163,1,node_23639,2740
7164,1,node_23641,57808
7165,1,node_23642,5060
7166,1,node_23644,5370
7167,1,node_23646,11343
7168,1,node_23647,10466
7169,1,node_23649,352
7170,1,node_23651,8886
7171,1,node_23652,5243
7172,1,node_23653,9523
7173,1,node_23655,6676
7174,1,node_23657,15194
7175,1,node_23662,3420
7176,1,node_23667,992
7177,1,node_23670,40574
7178,1,node_23675,20100
7179,1,node_23676,5554
7180,1,node_23679,15489
7181,1,node_23680,28180
7182,1,node_23682,30309
7183,1,node_23686,40722
7184,1,node_23687,35238
7185,1,node_23689,8630
7186,1,node_23695,15142
7187,1,node_23697,26810
7188,1,node_23706,1006
7189,1,node_23708,182
7190,1,node_23710,39303
7191,1,node_23712,18875
7192,1,node_23716,35518
7193,1,node_23717,17284
7194,1,node_23718,4261
7195,1,node_23722,18686
7196,1,node_23729,27375
7197,1,node_23732,66776
7198,1,node_23738,50554
7199,1,node_23741,46381
7200,1,node_23743,11541
7201,1,node_23751,5101
7202,1,node_23753,21405
7203,1,node_23755,30325
7204,1,node_23757,12392
7205,1,node_23759,27659
7206,1,node_23760,9143
7207,1,node_23764,1033
7208,1,node_23770,10060
7209,1,node_23772,2150
7210,1,node_23773,43204
7211,1,node_23775,8865
7212,1,node_23776,13937
7213,1,node_23781,23777
7214,1,node_23784,37753
7215,1,node_23785,13522
7216,1,node_23787,17786
7217,1,node_23788,9217
7218,1,node_23793,12495
7219,1,node_23795,12095
7220,1,node_23797,22795
7221,1,node_23799,16810
7222,1,node_23803,4
7223,1,node_23805,5709
7224,1,node_23809,11064
7225,1,node_23811,28429
7226,1,node_23818,2263
7227,1,node_23819,986
7228,1,node_23820,15987
7229,1,node_23822,17346
7230,1,node_23823,152
7231,1,node_23825,362
7232,1,node_23828,75
7233,1,node_23830,108
7234,1,node_23831,26
7235,1,node_23833,37
7236,1,node_23835,423
7237,1,node_23836,23020
7238,1,node_23844,29
7239,1,node_23848,63
7240,1,node_23851,32
7241,1,node_23852,40
7242,1,node_23853,74
7243,1,node_23854,26
7244,1,node_23856,121
7245,1,node_23860,1046
7246,1,node_23864,1956
7247,1,node_23866,8
7248,1,node_23869,5339
7249,1,node_23871,3618
7250,1,node_23876,3718
7251,1,node_23877,222
7252,1,node_23878,22809
7253,1,node_23880,9652
7254,1,node_23883,1048
7255,1,node_23885,20879
7256,1,node_23887,1174
7257,1,node_23891,4509
7258,1,node_23894,1194
7259,1,node_23895,44442
7260,1,node_23898,10318
7261,1,node_23901,7829
7262,1,node_23903,57656
7263,1,node_23905,26520
7264,1,node_23907,29556
7265,1,node_23908,5704
7266,1,node_23910,12677
7267,1,node_23911,5711
7268,1,node_23913,19602
7269,1,node_23915,23794
7270,1,node_23917,27576
7271,1,node_23918,17885
7272,1,node_23919,31333
7273,1,node_23920,23087
7274,1,node_23922,20276
7275,1,node_23924,14181
7276,1,node_23928,3489
7277,1,node_23930,14777
7278,1,node_23932,38161
7279,1,node_23934,4458
7280,1,node_23936,5765
7281,1,node_23938,25417
7282,1,node_23940,2153
7283,1,node_23942,6771
7284,1,node_23944,6744
7285,1,node_23946,2793
7286,1,node_23948,4451
7287,1,node_23950,3293
7288,1,node_23952,8546
7289,1,node_23954,29638
7290,1,node_23956,2944
7291,1,node_23958,13184
7292,1,node_23960,5129
7293,1,node_23963,6922
7294,1,node_23965,3350
7295,1,node_23967,7708
7296,1,node_23970,17927
7297,1,node_23972,6528
7298,1,node_23974,6316
7299,1,node_23976,12517
7300,1,node_23978,92
7301,1,node_23980,7615
7302,1,node_23982,5972
7303,1,node_23984,314
7304,1,node_23986,8637
7305,1,node_23987,7759
7306,1,node_23989,17139
7307,1,node_23991,258
7308,1,node_23993,65
7309,1,node_23995,7545
7310,1,node_23997,62700
7311,1,node_24000,25
7312,1,node_24003,145
7313,1,node_24049,739
7314,1,node_24052,14807
7315,1,node_24053,3318
7316,1,node_24058,18563
7317,1,node_24060,51121
7318,1,node_24064,31428
7319,1,node_24067,7727
7320,1,node_24074,30451
7321,1,node_24075,16757
7322,1,node_24082,18194
7323,1,node_24086,39828
7324,1,node_24089,5760
7325,1,node_24093,55364
7326,1,node_24095,16163
7327,1,node_24101,54733
7328,1,node_24104,43557
7329,1,node_24107,769
7330,1,node_24110,7205
7331,1,node_24112,20997
7332,1,node_24114,17806
7333,1,node_24117,256
7334,1,node_24119,38059
7335,1,node_24126,54152
7336,1,node_24129,10175
7337,1,node_24135,15029
7338,1,node_24136,6565
7339,1,node_24140,1085
7340,1,node_24143,17384
7341,1,node_24145,33756
7342,1,node_24147,7689
7343,1,node_24150,12930
7344,1,node_24154,20540
7345,1,node_24156,6753
7346,1,node_24158,16808
7347,1,node_24159,23886
7348,1,node_24162,9747
7349,1,node_24164,12436
7350,1,node_24168,13610
7351,1,node_24171,15470
7352,1,node_24172,9537
7353,1,node_24174,14950
7354,1,node_24176,11042
7355,1,node_24177,23694
7356,1,node_24178,19686
7357,1,node_24180,20014
7358,1,node_24183,19888
7359,1,node_24184,13302
7360,1,node_24186,16821
7361,1,node_24188,24877
7362,1,node_24192,70428
7363,1,node_24193,100532
7364,1,node_24196,33897
7365,1,node_24200,30771
7366,1,node_24203,7706
7367,1,node_24205,12389
7368,1,node_24207,9924
7369,1,node_24215,10247
7370,1,node_24222,16526
7371,1,node_24230,19056
7372,1,node_24232,11954
7373,1,node_24243,9
7374,1,node_24245,6590
7375,1,node_24247,54447
7376,1,node_24251,19514
7377,1,node_24253,3599
7378,1,node_24255,48713
7379,1,node_24257,38549
7380,1,node_24265,11905
7381,1,node_24267,29919
7382,1,node_24274,19013
7383,1,node_24276,14833
7384,1,node_24280,6587
7385,1,node_24301,11658
7386,1,node_24303,60477
7387,1,node_24307,15981
7388,1,node_24312,2054
7389,1,node_24314,5501
7390,1,node_24318,25844
7391,1,node_24321,23636
7392,1,node_24325,35976
7393,1,node_24332,43197
7394,1,node_24345,39597
7395,1,node_24350,12810
7396,1,node_24352,19123
7397,1,node_24358,19201
7398,1,node_24363,3679
7399,1,node_24365,22203
7400,1,node_24369,3066
7401,1,node_24372,6025
7402,1,node_24377,6678
7403,1,node_24385,1180
7404,1,node_24387,185
7405,1,node_24394,7596
7406,1,node_24397,22217
7407,1,node_24414,26709
7408,1,node_24416,42840
7409,1,node_24417,36368
7410,1,node_24419,13323
7411,1,node_24420,7429
7412,1,node_24424,14359
7413,1,node_24426,13108
7414,1,node_24428,14628
7415,1,node_24435,31522
7416,1,node_24438,30068
7417,1,node_24441,4443
7418,1,node_24443,4116
7419,1,node_24447,17056
7420,1,node_24449,27256
7421,1,node_24453,19553
7422,1,node_24455,0
7423,1,node_24456,1349
7424,1,node_24458,7895
7425,1,node_24460,12283
7426,1,node_24465,19929
7427,1,node_24474,19967
7428,1,node_24488,14743
7429,1,node_24489,11977
7430,1,node_24495,56055
7431,1,node_24499,23459
7432,1,node_24507,6377
7433,1,node_24512,1164
7434,1,node_24514,30502
7435,1,node_24521,7530
7436,1,node_24523,18550
7437,1,node_24526,16594
7438,1,node_24529,24407
7439,1,node_24530,6189
7440,1,node_24535,1778
7441,1,node_24540,21547
7442,1,node_24542,12823
7443,1,node_24546,10870
7444,1,node_24548,8306
7445,1,node_24552,20331
7446,1,node_24557,1586
7447,1,node_24560,21094
7448,1,node_24565,12637
7449,1,node_24567,29578
7450,1,node_24569,9656
7451,1,node_24574,7429
7452,1,node_24584,17357
7453,1,node_24587,2578
7454,1,node_24591,9975
7455,1,node_24593,5673
7456,1,node_24595,11594
7457,1,node_24597,9333
7458,1,node_24599,22585
7459,1,node_24601,15012
7460,1,node_24603,10969
7461,1,node_24605,2894
7462,1,node_24606,11372
7463,1,node_24612,22269
7464,1,node_24616,4756
7465,1,node_24625,33252
7466,1,node_24626,39627
7467,1,node_24628,21478
7468,1,node_24629,20991
7469,1,node_24631,15567
7470,1,node_24641,4521
7471,1,node_24643,3074
7472,1,node_24647,538
7473,1,node_24661,28372
7474,1,node_24664,47
7475,1,node_24665,35976
7476,1,node_24669,28120
7477,1,node_24671,17316
7478,1,node_24678,20229
7479,1,node_24682,17581
7480,1,node_24687,32127
7481,1,node_24692,35582
7482,1,node_24703,11904
7483,1,node_24710,1040
7484,1,node_24715,8021
7485,1,node_24718,22833
7486,1,node_24720,27497
7487,1,node_24724,35652
7488,1,node_24727,51069
7489,1,node_24730,33281
7490,1,node_24733,1356
7491,1,node_24737,264
7492,1,node_24739,67773
7493,1,node_24742,21526
7494,1,node_24747,4727
7495,1,node_24749,34878
7496,1,node_24758,37138
7497,1,node_24762,17712
7498,1,node_24769,12559
7499,1,node_24772,76108
7500,1,node_24784,5917
7501,1,node_24785,9361
7502,1,node_24791,15575
7503,1,node_24794,9221
7504,1,node_24803,15920
7505,1,node_24811,36001
7506,1,node_24815,33139
7507,1,node_24819,6223
7508,1,node_24822,3840
7509,1,node_24826,8459
7510,1,node_24827,3538
7511,1,node_24828,5650
7512,1,node_24842,6028
7513,1,node_24847,4583
7514,1,node_24848,1945
7515,1,node_24850,5105
7516,1,node_24852,46550
7517,1,node_24854,50105
7518,1,node_24858,4247
7519,1,node_24866,29477
7520,1,node_24867,3594
7521,1,node_24871,6248
7522,1,node_24874,11395
7523,1,node_24883,10597
7524,1,node_24891,1251
7525,1,node_24901,12729
7526,1,node_24902,18877
7527,1,node_24904,10484
7528,1,node_24907,16716
7529,1,node_24910,9144
7530,1,node_24918,27893
7531,1,node_24922,6114
7532,1,node_24923,12827
7533,1,node_24925,7713
7534,1,node_24931,2757
7535,1,node_24947,14044
7536,1,node_24950,13249
7537,1,node_24953,11376
7538,1,node_24978,36096
7539,1,node_24980,41067
7540,1,node_24985,11
7541,1,node_24990,39989
7542,1,node_24999,14959
7543,1,node_25000,6989
7544,1,node_25003,12034
7545,1,node_25013,4843
7546,1,node_25017,13135
7547,1,node_25026,46750
7548,1,node_25030,18625
7549,1,node_25040,6115
7550,1,node_25048,694
7551,1,node_25050,7095
7552,1,node_25052,8623
7553,1,node_25063,201
7554,1,node_25065,1191
7555,1,node_25072,4032
7556,1,node_25075,23329
7557,1,node_25077,6075
7558,1,node_25081,1288
7559,1,node_25084,6186
7560,1,node_25094,964
7561,1,node_25097,16104
7562,1,node_25098,8111
7563,1,node_25101,25694
7564,1,node_25105,71
7565,1,node_25107,11398
7566,1,node_25112,12770
7567,1,node_25118,26297
7568,1,node_25120,8867
7569,1,node_25123,20086
7570,1,node_25124,14829
7571,1,node_25125,14601
7572,1,node_25126,11740
7573,1,node_25128,12674
7574,1,node_25130,24966
7575,1,node_25132,26516
7576,1,node_25134,34079
7577,1,node_25138,4889
7578,1,node_25142,14414
7579,1,node_25145,19384
7580,1,node_25147,10459
7581,1,node_25149,11754
7582,1,node_25151,6582
7583,1,node_25156,4446
7584,1,node_25157,13762
7585,1,node_25159,762
7586,1,node_25160,8503
7587,1,node_25164,2248
7588,1,node_25167,79
7589,1,node_25170,5917
7590,1,node_25173,6974
7591,1,node_25174,2487
7592,1,node_25176,2
7593,1,node_25181,6298
7594,1,node_25189,7829
7595,1,node_25195,1902
7596,1,node_25204,16109
7597,1,node_25206,19369
7598,1,node_25221,16217
7599,1,node_25227,7191
7600,1,node_25228,7536
7601,1,node_25229,28405
7602,1,node_25233,27000
7603,1,node_25237,7374
7604,1,node_25246,5903
7605,1,node_25247,16054
7606,1,node_25249,21371
7607,1,node_25250,20007
7608,1,node_25252,27882
7609,1,node_25253,5516
7610,1,node_25254,3336
7611,1,node_25256,26184
7612,1,node_25257,21017
7613,1,node_25260,59065
7614,1,node_25264,16300
7615,1,node_25265,11565
7616,1,node_25267,18782
7617,1,node_25268,25576
7618,1,node_25269,358
7619,1,node_25271,50843
7620,1,node_25274,18789
7621,1,node_25280,19564
7622,1,node_25282,26106
7623,1,node_25283,39803
7624,1,node_25286,23107
7625,1,node_25289,28272
7626,1,node_25290,11700
7627,1,node_25293,4949
7628,1,node_25297,14014
7629,1,node_25298,4100
7630,1,node_25302,12670
7631,1,node_25304,11050
7632,1,node_25305,54900
7633,1,node_25307,12752
7634,1,node_25309,2124
7635,1,node_25314,8830
7636,1,node_25317,22399
7637,1,node_25318,25502
7638,1,node_25324,14044
7639,1,node_25327,17604
7640,1,node_25328,13032
7641,1,node_25330,13966
7642,1,node_25331,21511
7643,1,node_25334,26793
7644,1,node_25336,10534
7645,1,node_25338,40859
7646,1,node_25340,12020
7647,1,node_25344,18762
7648,1,node_25345,48404
7649,1,node_25347,10312
7650,1,node_25349,96526
7651,1,node_25351,11079
7652,1,node_25353,6215
7653,1,node_25357,17178
7654,1,node_25366,9768
7655,1,node_25368,14006
7656,1,node_25372,30464
7657,1,node_25383,9898
7658,1,node_25386,34269
7659,1,node_25387,6970
7660,1,node_25394,32861
7661,1,node_25395,16304
7662,1,node_25397,2828
7663,1,node_25400,72206
7664,1,node_25405,2208
7665,1,node_25408,16167
7666,1,node_25412,6172
7667,1,node_25414,7701
7668,1,node_25417,22650
7669,1,node_25419,5243
7670,1,node_25427,1881
7671,1,node_25429,13500
7672,1,node_25431,25589
7673,1,node_25433,43239
7674,1,node_25438,591
7675,1,node_25439,1539
7676,1,node_25440,20812
7677,1,node_25442,9725
7678,1,node_25443,3891
7679,1,node_25444,15750
7680,1,node_25445,16691
7681,1,node_25446,14038
7682,1,node_25448,14402
7683,1,node_25449,16552
7684,1,node_25452,19138
7685,1,node_25454,19130
7686,1,node_25456,14954
7687,1,node_25459,173
7688,1,node_25461,8155
7689,1,node_25462,4614
7690,1,node_25463,13041
7691,1,node_25466,5053
7692,1,node_25468,43905
7693,1,node_25469,28553
7694,1,node_25471,17658
7695,1,node_25473,29296
7696,1,node_25475,52501
7697,1,node_25477,37429
7698,1,node_25479,24459
7699,1,node_25482,40537
7700,1,node_25484,20342
7701,1,node_25485,25210
7702,1,node_25486,19232
7703,1,node_25488,35822
7704,1,node_25489,40446
7705,1,node_25492,50350
7706,1,node_25493,36495
7707,1,node_25495,29974
7708,1,node_25498,21732
7709,1,node_25499,193
7710,1,node_25501,34691
7711,1,node_25504,2740
7712,1,node_25506,25913
7713,1,node_25508,16210
7714,1,node_25510,24583
7715,1,node_25511,21406
7716,1,node_25512,3917
7717,1,node_25514,20356
7718,1,node_25516,18393
7719,1,node_25517,563
7720,1,node_25518,5835
7721,1,node_25523,42593
7722,1,node_25525,23510
7723,1,node_25527,9829
7724,1,node_25529,1634
7725,1,node_25530,8121
7726,1,node_25532,9299
7727,1,node_25534,58294
7728,1,node_25537,4888
7729,1,node_25540,8084
7730,1,node_25541,14738
7731,1,node_25542,597
7732,1,node_25544,92056
7733,1,node_25547,3893
7734,1,node_25549,18065
7735,1,node_25550,13109
7736,1,node_25552,21326
7737,1,node_25556,11828
7738,1,node_25558,312
7739,1,node_25563,21306
7740,1,node_25565,41672
7741,1,node_25568,44070
7742,1,node_25569,11747
7743,1,node_25571,8499
7744,1,node_25572,17846
7745,1,node_25574,843
7746,1,node_25576,18494
7747,1,node_25578,1803
7748,1,node_25582,26922
7749,1,node_25585,19867
7750,1,node_25588,4325
7751,1,node_25593,1048
7752,1,node_25594,1336
7753,1,node_25596,5100
7754,1,node_25597,9147
7755,1,node_25598,7038
7756,1,node_25599,11768
7757,1,node_25601,6966
7758,1,node_25602,841
7759,1,node_25604,7502
7760,1,node_25605,3380
7761,1,node_25606,6408
7762,1,node_25612,1209
7763,1,node_25618,6618
7764,1,node_25626,15898
7765,1,node_25630,2870
7766,1,node_25631,7557
7767,1,node_25632,9111
7768,1,node_25635,59289
7769,1,node_25637,17261
7770,1,node_25641,14762
7771,1,node_25646,1434
7772,1,node_25653,4893
7773,1,node_25655,35470
7774,1,node_25656,14995
7775,1,node_25658,17657
7776,1,node_25662,54191
7777,1,node_25667,4594
7778,1,node_25671,3690
7779,1,node_25674,21881
7780,1,node_25676,695
7781,1,node_25678,479
7782,1,node_25681,2727
7783,1,node_25682,301
7784,1,node_25684,37
7785,1,node_25685,2481
7786,1,node_25686,4560
7787,1,node_25689,595
7788,1,node_25691,234
7789,1,node_25693,6271
7790,1,node_25694,23559
7791,1,node_25697,612
7792,1,node_25700,7257
7793,1,node_25702,12610
7794,1,node_25705,5566
7795,1,node_25709,4234
7796,1,node_25711,5727
7797,1,node_25712,8042
7798,1,node_25715,22492
7799,1,node_25718,76044
7800,1,node_25723,16736
7801,1,node_25728,5275
7802,1,node_25734,5454
7803,1,node_25736,458
7804,1,node_25737,140
7805,1,node_25741,485
7806,1,node_25745,474
7807,1,node_25752,411
7808,1,node_25754,2603
7809,1,node_25758,1322
7810,1,node_25759,6538
7811,1,node_25761,2790
7812,1,node_25763,12992
7813,1,node_25765,20
7814,1,node_25772,9478
7815,1,node_25777,45419
7816,1,node_25779,16053
7817,1,node_25784,7060
7818,1,node_25786,4736
7819,1,node_25788,5100
7820,1,node_25790,590
7821,1,node_25796,341
7822,1,node_25797,5400
7823,1,node_25798,20659
7824,1,node_25799,9948
7825,1,node_25800,604
7826,1,node_25810,32496
7827,1,node_25814,46225
7828,1,node_25815,34641
7829,1,node_25819,25752
7830,1,node_25821,17686
7831,1,node_25823,11
7832,1,node_25825,36
7833,1,node_25830,666
7834,1,node_25833,3083
7835,1,node_25834,37638
7836,1,node_25835,15441
7837,1,node_25836,9822
7838,1,node_25837,2293
7839,1,node_25838,8408
7840,1,node_25839,47317
7841,1,node_25840,13070
7842,1,node_25841,1095
7843,1,node_25843,29227
7844,1,node_25844,12517
7845,1,node_25845,46126
7846,1,node_25846,28590
7847,1,node_25847,20484
7848,1,node_25849,31179
7849,1,node_25853,16582
7850,1,node_25855,14346
7851,1,node_25856,8066
7852,1,node_25857,33590
7853,1,node_25858,7849
7854,1,node_25859,37883
7855,1,node_25860,8009
7856,1,node_25861,1875
7857,1,node_25862,21915
7858,1,node_25863,2343
7859,1,node_25864,63492
7860,1,node_25865,7433
7861,1,node_25867,26991
7862,1,node_25868,6066
7863,1,node_25869,10379
7864,1,node_25870,103
7865,1,node_25872,18846
7866,1,node_25875,3138
7867,1,node_25876,2483
7868,1,node_25878,19255
7869,1,node_25879,46493
7870,1,node_25881,26129
7871,1,node_25885,4676
7872,1,node_25890,9147
7873,1,node_25892,5092
7874,1,node_25893,10780
7875,1,node_25895,5774
7876,1,node_25896,16507
7877,1,node_25897,27747
7878,1,node_25898,26125
7879,1,node_25901,38099
7880,1,node_25904,8741
7881,1,node_25905,61
7882,1,node_25907,11456
7883,1,node_25910,8288
7884,1,node_25912,23266
7885,1,node_25913,7321
7886,1,node_25915,8364
7887,1,node_25918,5758
7888,1,node_25920,13809
7889,1,node_25922,10849
7890,1,node_25927,13165
7891,1,node_25931,11461
7892,1,node_25932,12774
7893,1,node_25933,5051
7894,1,node_25935,243
7895,1,node_25939,918
7896,1,node_25940,11715
7897,1,node_25942,8474
7898,1,node_25945,1098
7899,1,node_25946,10732
7900,1,node_25949,9275
7901,1,node_25951,12051
7902,1,node_25957,18530
7903,1,node_25963,6626
7904,1,node_25964,938
7905,1,node_25968,215
7906,1,node_25970,3176
7907,1,node_25974,245
7908,1,node_25976,484
7909,1,node_25978,11164
7910,1,node_25981,9474
7911,1,node_25982,769
7912,1,node_25984,6037
7913,1,node_25987,2341
7914,1,node_25991,3473
7915,1,node_25994,9214
7916,1,node_25996,2835
7917,1,node_25999,2294
7918,1,node_26009,38953
7919,1,node_26012,17756
7920,1,node_26014,15530
7921,1,node_26019,29
7922,1,node_26020,3246
7923,1,node_26033,12066
7924,1,node_26035,10200
7925,1,node_26037,5172
7926,1,node_26039,1415
7927,1,node_26041,32933
7928,1,node_26042,13739
7929,1,node_26043,37140
7930,1,node_26049,23451
7931,1,node_26051,176
7932,1,node_26052,2585
7933,1,node_26055,20049
7934,1,node_26060,9889
7935,1,node_26062,34900
7936,1,node_26066,9476
7937,1,node_26074,16307
7938,1,node_26078,7301
7939,1,node_26083,3576
7940,1,node_26084,4043
7941,1,node_26086,31524
7942,1,node_26091,49051
7943,1,node_26094,828
7944,1,node_26100,18537
7945,1,node_26101,12567
7946,1,node_26106,58
7947,1,node_26109,3850
7948,1,node_26111,18854
7949,1,node_26112,6114
7950,1,node_26114,83
7951,1,node_26115,1174
7952,1,node_26117,33
7953,1,node_26121,21909
7954,1,node_26124,7786
7955,1,node_26126,11237
7956,1,node_26127,6460
7957,1,node_26130,12791
7958,1,node_26139,23251
7959,1,node_26147,36099
7960,1,node_26152,2107
7961,1,node_26154,18609
7962,1,node_26164,178
7963,1,node_26166,16671
7964,1,node_26168,5865
7965,1,node_26171,2354
7966,1,node_26172,14406
7967,1,node_26175,8970
7968,1,node_26179,22301
7969,1,node_26182,19020
7970,1,node_26185,38090
7971,1,node_26187,13945
7972,1,node_26190,7585
7973,1,node_26192,14696
7974,1,node_26196,6239
7975,1,node_26203,10881
7976,1,node_26206,58009
7977,1,node_26209,44949
7978,1,node_26211,728
7979,1,node_26214,3378
7980,1,node_26217,15090
7981,1,node_26221,630
7982,1,node_26226,4685
7983,1,node_26228,22552
7984,1,node_26231,5184
7985,1,node_26234,18371
7986,1,node_26238,20975
7987,1,node_26240,19067
7988,1,node_26243,20460
7989,1,node_26246,27847
7990,1,node_26248,18733
7991,1,node_26252,1901
7992,1,node_26253,51934
7993,1,node_26263,16967
7994,1,node_26265,8641
7995,1,node_26267,20706
7996,1,node_26272,26741
7997,1,node_26273,10241
7998,1,node_26276,22116
7999,1,node_26282,31891
8000,1,node_26285,9418
8001,1,node_26287,34048
8002,1,node_26291,20147
8003,1,node_26293,41586
8004,1,node_26298,26765
8005,1,node_26299,27047
8006,1,node_26303,3873
8007,1,node_26306,16445
8008,1,node_26307,9113
8009,1,node_26309,5177
