flood_depth_m,substation,power_plant,wind_farm,hydro_plant,solar_farm,transmission
0.0,0.0,0.0,0,,0,0
0.5,4.085,4.085,0,,0,0
1.0,8.223720338983052,8.223720338983052,0,,0,0
1.5,12.34784756097561,12.34784756097561,0,,0,0
2.0,16.4505748502994,16.4505748502994,0,,0,0
2.5,20.76371962616823,20.76371962616823,0,,0,0
3.0,29.091073529411766,29.091073529411766,0,,0,0
3.5,29.866,29.866,0,,0,0
4.0,29.866,29.866,0,,0,0
4.5,29.866,29.866,0,,0,0
5.0,29.866,29.866,0,,0,0
